initial_text,initial_difference,final_text,final_difference,pred_y,true_y
"I have read several books on the Depression and was led to believe this book <sal0> would </sal0> give a <sal0> fresh </sal0> <sal1> explanation </sal1> that brought everything together for the average American. <sal0> Instead it </sal0> seems to be a mere listing of what the main movers and <sal1> shakers </sal1> did; with no <sal1> attempt </sal1> to derive <sal0> any coherence </sal0> from it. The term forgotten man is mentioned only a few times and then with multiple <sal1> meanings </sal1> . The trials of average Americans <sal1> seem </sal1> <sal0> nonexistant </sal0> from this book's point of view. <sal1> Overall </sal1> , it reminds me of some of the books put out by professors due to the publish or <sal1> perish </sal1> <sal0> syndrome </sal0> , but the author doesn't have that <sal0> excuse </sal0> . Her book The Greedy Hand was",0.030195176601409912,"I have read several books on the Depression and was led to believe this book <sal0> would </sal0> give a <sal0> fresh </sal0> <sal1> explanation </sal1> that brought everything together for the average American. <sal0> Instead it </sal0> seems to be a mere listing of what the main movers and <sal1> shakers </sal1> did; with no <sal1> attempt </sal1> to derive <sal0> any coherence </sal0> from it. The term forgotten man is mentioned only a few times and then with multiple <sal1> meanings </sal1> . The trials of average Americans <sal1> seem </sal1> <sal0> nonexistant </sal0> from this book's point of view. <sal1> Overall </sal1> , it reminds me of some of the books put out by professors due to the publish or <sal1> perish </sal1> <sal0> syndrome </sal0> , but the author <sal1> doesn't </sal1> have that <sal0> excuse </sal0> . Her book The Greedy Hand was",0.021202504634857178,tensor(0),tensor(0)
"I have read several books on the Depression and was led to believe this book would give a fresh explanation that brought everything together for the average American. Instead it seems to be a mere listing of what the main movers and shakers did; with no attempt to derive any coherence from it. The term forgotten man is mentioned only a few times and then with multiple meanings . The trials of average Americans seem nonexistant from this book's point of view. Overall , it reminds me of some of the books put out by professors due to the publish or perish syndrome , but the author doesn't have that excuse . Her book The Greedy Hand was",0.036619603633880615,"I have read several books on the Depression and was led to believe this book would give a fresh explanation that brought everything together for the average American. Instead it seems to be a mere listing of what the main movers and shakers did; with no attempt to derive any <sal0> coherence </sal0> from it. The term forgotten man is mentioned only a few times and then with multiple meanings . The trials of average Americans seem nonexistant from this book's point of view. Overall , it reminds me of some of the books put out by professors due to the publish or perish syndrome , but the author doesn't have that excuse . Her book The <sal0> Greedy Hand was </sal0>",0.019235730171203613,tensor(0),tensor(0)
"I have read several books on the Depression and was led to believe this book <sal0> would </sal0> give a <sal0> fresh </sal0> explanation that brought everything together for the average American. <sal0> Instead it </sal0> seems to be a mere listing of what the main movers and shakers did; with no attempt to derive <sal0> any coherence </sal0> from it. The term forgotten man is mentioned only a few times and then with multiple meanings . The trials of average Americans seem <sal0> nonexistant </sal0> from this book's point of view. Overall , it reminds me of some of the books put out by professors due to the publish or perish <sal0> syndrome </sal0> , but the author doesn't have that <sal0> excuse </sal0> . Her book The Greedy Hand was",0.029742777347564697,"I have read several books on the Depression and was led to <sal1> believe </sal1> this book <sal0> would </sal0> give a <sal0> fresh </sal0> explanation that brought everything together for the average American. <sal0> Instead it </sal0> seems to be a mere listing of what the main movers and shakers did; with no attempt to derive <sal0> any coherence </sal0> from it. The term forgotten man is mentioned only a few times and <sal1> then with </sal1> multiple meanings . The trials of average Americans seem <sal0> nonexistant </sal0> from this book's point of view. Overall , it reminds me of some of the books put out by professors due to <sal1> the publish or perish syndrome </sal1> <sal0> , but the author doesn't </sal0> have that <sal0> excuse </sal0> . Her book The Greedy Hand was",0.019190549850463867,tensor(0),tensor(0)
"All men, all the time. Same is true for &#34;Beautiful Ruins&#34; - Jess Walter writes from the male perspective and there are few, if any, speaking parts for women. <sal0> It's sad and frustrating, </sal0> and I was looking forward to &#34;We Live In Water&#34;, after enduring the testosterone-infused &#34;Beautiful Ruins&#34;. This writer seems fully capable of creating an engaging story line  - but it's always about men.",0.04097181558609009,"All men, all the time. Same is true <sal1> for </sal1> &#34;Beautiful Ruins&#34; - Jess Walter writes from the male perspective <sal1> and there </sal1> are few, if any, speaking parts for women. <sal0> It's sad </sal0> <sal1> and </sal1> <sal0> frustrating, </sal0> and I was looking forward to &#34;We Live In Water&#34;, after enduring the testosterone-infused &#34;Beautiful Ruins&#34;. This writer seems fully capable of creating an engaging story line  - but it's always <sal0> about men. </sal0>",0.021745800971984863,tensor(0),tensor(0)
"All men , all the time. <sal0> Same </sal0> is true for &#34;Beautiful Ruins&#34; - Jess Walter writes from the male perspective and there are few, if any, speaking parts for women. <sal0> It </sal0> 's sad and <sal0> frustrating </sal0> , and I was looking forward to &#34;We Live In Water&#34;, after enduring the testosterone-infused &#34;Beautiful Ruins&#34;. This writer seems fully capable of creating an <sal0> engaging </sal0> story line - but it 's always about",0.03980588912963867,"All men <sal1> , all </sal1> the time. <sal0> Same </sal0> is true for &#34;Beautiful Ruins&#34; - Jess Walter writes from the male perspective and there are few, if any, <sal0> speaking </sal0> parts for women. <sal0> It </sal0> 's sad and <sal0> frustrating </sal0> , and I was looking forward to &#34;We Live In Water&#34;, after enduring the testosterone-infused &#34;Beautiful Ruins&#34;. This writer seems fully capable of creating an <sal0> engaging </sal0> story line - but it 's always about",0.0210418701171875,tensor(0),tensor(0)
"All <sal1> men </sal1> , all the time. <sal0> Same </sal0> is true for &#34;Beautiful Ruins&#34; - <sal1> Jess </sal1> Walter writes from the male <sal1> perspective </sal1> and there are few, <sal1> if </sal1> any, speaking parts for women. <sal0> It </sal0> 's <sal1> sad </sal1> and <sal0> frustrating </sal0> , and I was looking forward to &#34;We <sal1> Live </sal1> In Water&#34;, after enduring the testosterone-infused &#34;Beautiful Ruins&#34;. This writer seems <sal1> fully </sal1> capable of creating an <sal0> engaging </sal0> story line - but <sal1> it </sal1> 's <sal1> always </sal1> about",0.0358201265335083,"All <sal1> men </sal1> , all the time. <sal0> Same </sal0> is true for <sal0> &#34;Beautiful </sal0> Ruins&#34; - <sal1> Jess </sal1> Walter writes from the male <sal1> perspective </sal1> and there are few, <sal1> if </sal1> any, speaking parts for women. <sal0> It </sal0> 's <sal1> sad </sal1> and <sal0> frustrating </sal0> , and I was looking forward to &#34;We <sal1> Live </sal1> In Water&#34;, after enduring the testosterone-infused &#34;Beautiful Ruins&#34;. This writer seems <sal1> fully </sal1> capable of creating an <sal0> engaging </sal0> story line - but <sal1> it </sal1> 's <sal1> always </sal1> about",0.022955715656280518,tensor(0),tensor(0)
"All men , all the time. Same is true for &#34;Beautiful Ruins&#34; - Jess Walter writes from the male perspective and there are few, if any, speaking parts for women. It 's sad and frustrating , and I was looking forward to &#34;We Live In Water&#34;, after enduring the testosterone-infused &#34;Beautiful Ruins&#34;. This writer seems fully capable of creating an engaging story line - but it 's always about",0.04197824001312256,"All men , all the time. <sal1> Same is true for </sal1> &#34;Beautiful Ruins&#34; - Jess Walter writes from the male perspective and there are few, if any, speaking parts for women. It 's sad and frustrating , and I was looking forward to &#34;We Live In Water&#34;, after enduring the testosterone-infused &#34;Beautiful Ruins&#34;. This writer seems fully capable of creating an engaging story line - but it 's always about",0.021057307720184326,tensor(0),tensor(0)
"All men , all the time. <sal0> Same </sal0> is true for &#34;Beautiful Ruins&#34; - Jess Walter writes from the male perspective and there are few, if any, speaking parts for women. <sal0> It </sal0> 's sad and <sal0> frustrating </sal0> , and I was looking forward to &#34;We Live In Water&#34;, after enduring the testosterone-infused &#34;Beautiful Ruins&#34;. This writer seems fully capable of creating an <sal0> engaging </sal0> story line - but it 's always about",0.03980588912963867,"All men <sal1> , all </sal1> the time. <sal0> Same </sal0> is true for &#34;Beautiful Ruins&#34; - Jess Walter writes from the male perspective and there are few, if any, <sal0> speaking </sal0> parts for women. <sal0> It </sal0> 's sad and <sal0> frustrating </sal0> , and I was looking forward to &#34;We Live In Water&#34;, after enduring the testosterone-infused &#34;Beautiful Ruins&#34;. This writer seems fully capable of creating an <sal0> engaging </sal0> story line - but it 's always about",0.0210418701171875,tensor(0),tensor(0)
"I, like others was very excited to read this book. I thought it would show another side to how the Tate family dealt with the murder of thier daughter Sharon. I didn't have to read much to realize however that the book is was not going to be what I expected.It is full of added dialog and assumptions. It makes it hard to tell where the truth ends and the embellishments begin. It reads more like fan fiction than a true account of this family's tragedy. I did <sal1> enjoy looking at the early pictures of Sharon </sal1> that I had never seen before but they were <sal0> hardly worth the price of the book. </sal0>",0.03665506839752197,"I, like others was very excited to read this book. I thought it would show another side to how the Tate family dealt with the murder of thier daughter Sharon. I didn't have to read much to realize however that the book is was not going <sal0> to be what I expected.It </sal0> is full of added dialog and assumptions. It makes it hard to tell where the truth ends and the embellishments begin. It reads more like fan fiction than a true account of this family's tragedy. I did <sal1> enjoy looking at the early pictures of Sharon </sal1> that I had never seen before but they were <sal0> hardly worth </sal0> <sal1> the </sal1> <sal0> price of the book. </sal0>",0.01981198787689209,tensor(1),tensor(0)
"I, like others was very <sal0> excited </sal0> to <sal1> read </sal1> this book. I thought it would show another side to how the Tate family dealt with the murder of <sal1> thier </sal1> daughter Sharon. I didn't have to read much to realize however that the book is was not going to be what I expected. <sal1> It </sal1> is <sal1> full </sal1> of <sal1> added </sal1> dialog <sal1> and </sal1> <sal0> assumptions </sal0> . It makes it <sal0> hard </sal0> to tell where the <sal1> truth ends </sal1> and the embellishments begin. It reads more like fan fiction than a <sal1> true </sal1> account of this family's <sal1> tragedy </sal1> . I did <sal0> enjoy </sal0> looking at the early pictures of Sharon that I had never seen before but <sal1> they </sal1> were <sal0> hardly worth </sal0> the price of the",0.03232032060623169,"I, like others was very <sal0> excited </sal0> to <sal1> read </sal1> this book. I thought it would show <sal1> another </sal1> side to how the Tate family dealt with the murder of <sal1> thier </sal1> daughter Sharon. I didn't have to read much to realize however that the book is was not going to be what I expected. <sal1> It </sal1> is <sal1> full </sal1> of <sal1> added </sal1> dialog <sal1> and </sal1> <sal0> assumptions </sal0> . It makes it <sal0> hard </sal0> to tell where the <sal1> truth ends </sal1> and the embellishments begin. It reads more like fan fiction than a <sal1> true </sal1> account of this family's <sal1> tragedy </sal1> . I did <sal0> enjoy </sal0> looking at the early pictures of Sharon that I had never seen before but <sal1> they </sal1> were <sal1> hardly worth the price </sal1> of the",0.022257745265960693,tensor(1),tensor(0)
"I, like others was very <sal0> excited </sal0> to <sal1> read </sal1> this book. I thought it would show another side to how the Tate family dealt with the murder of <sal1> thier </sal1> daughter Sharon. I didn't have to read much to realize however that the book is was not going to be what I expected. <sal1> It </sal1> is <sal1> full </sal1> of <sal1> added </sal1> dialog <sal1> and </sal1> <sal0> assumptions </sal0> . It makes it <sal0> hard </sal0> to tell where the <sal1> truth ends </sal1> and the embellishments begin. It reads more like fan fiction than a <sal1> true </sal1> account of this family's <sal1> tragedy </sal1> . I did <sal0> enjoy </sal0> looking at the early pictures of Sharon that I had never seen before but <sal1> they </sal1> were <sal0> hardly worth </sal0> the price of the",0.03232032060623169,"I, like others was very <sal0> excited </sal0> to <sal1> read </sal1> this book. I thought it would show <sal1> another </sal1> side to how the Tate family dealt with the murder of <sal1> thier </sal1> daughter Sharon. I didn't have to read much to realize however that the book is was not going to be what I expected. <sal1> It </sal1> is <sal1> full </sal1> of <sal1> added </sal1> dialog <sal1> and </sal1> <sal0> assumptions </sal0> . It makes it <sal0> hard </sal0> to tell where the <sal1> truth ends </sal1> and the embellishments begin. It reads more like fan fiction than a <sal1> true </sal1> account of this family's <sal1> tragedy </sal1> . I did <sal0> enjoy </sal0> looking at the early pictures of Sharon that I had never seen before but <sal1> they </sal1> were <sal1> hardly worth the price </sal1> of the",0.022257745265960693,tensor(1),tensor(0)
"I, like others was very excited to read this book. I thought it would show another side to how the Tate family dealt with the murder of thier daughter Sharon. I didn't have to read much to realize however that the book is was not going to be what I expected. It is full of added dialog and assumptions . It makes it hard to tell where the truth ends and the embellishments begin. It reads more like fan fiction than a true account of this family's tragedy . I did enjoy looking at the early pictures of Sharon that I had never seen before but they were hardly worth the price of the",0.03912299871444702,"I, like others was very excited to read this book. I thought it would show another side to how the Tate family dealt with the murder of thier daughter Sharon. I didn't have to read much to realize however that the book is was not going <sal0> to be what I expected. </sal0> It is full of added dialog and assumptions . It makes it hard to tell where the truth ends and the embellishments begin. It reads more like fan fiction than a true account of this family's tragedy . I did enjoy looking at the early pictures of Sharon that I had never seen before but they were hardly worth the price of the",0.01914125680923462,tensor(1),tensor(0)
"I, like others was very excited to <sal1> read </sal1> this book. I thought it would show another side to how the Tate family dealt with the murder of <sal1> thier </sal1> daughter Sharon. I didn't have to read much to realize however that the book is was not going to be what I expected. <sal1> It </sal1> is <sal1> full </sal1> of <sal1> added </sal1> dialog <sal1> and </sal1> assumptions . It makes it hard to tell where the <sal1> truth ends </sal1> and the embellishments begin. It reads more like fan fiction than a <sal1> true </sal1> account of this family's <sal1> tragedy </sal1> . I did enjoy looking at the early pictures of Sharon that I had never seen before but <sal1> they </sal1> were hardly worth the price of the",0.03156614303588867,"I, like others was very excited to <sal1> read </sal1> this book. <sal1> I thought it </sal1> would <sal1> show </sal1> another side to how the Tate family dealt with the murder of <sal1> thier </sal1> daughter Sharon. I didn't have to read much <sal1> to </sal1> realize however that the book is was not going to be what I expected. <sal1> It </sal1> is <sal1> full </sal1> of <sal1> added </sal1> dialog <sal1> and </sal1> assumptions . It makes it hard to tell where the <sal1> truth ends </sal1> and the embellishments begin. It reads more like fan fiction than a <sal1> true </sal1> account of this family's <sal1> tragedy </sal1> . I did enjoy looking at the early pictures of Sharon that I had never seen before but <sal1> they </sal1> were hardly worth the price of the",0.021436989307403564,tensor(1),tensor(0)
"On draft at the Miami location. Im pretty sure this was labeled as czech lager, but I think this is the correct listing. Pours a clear light golden amber with ring of white head. Lightly sweetened nose with butter buds aroma. <sal1> Hop bittering is decent for style, </sal1> but the hops seem a bit old and not saazy at all. More like a fruity hop profile with lots of diacytal. I think <sal0> id rather have a bud. </sal0>",0.04105567932128906,"On draft at the Miami location. Im <sal1> pretty sure this </sal1> was labeled as czech lager, but I <sal1> think </sal1> this is the correct listing. Pours a clear light golden amber with ring of white head. Lightly sweetened nose with butter buds aroma. <sal1> Hop bittering is decent for style, </sal1> but the hops seem a bit old and not saazy at all. More like a fruity hop profile with lots of diacytal. I <sal1> think id rather have a </sal1> <sal0> bud. </sal0>",0.01975548267364502,tensor(0),tensor(0)
"On <sal1> draft </sal1> at the <sal0> Miami </sal0> location. Im pretty sure this was labeled as <sal1> czech </sal1> <sal0> lager </sal0> , but I think this is the correct listing. Pours a clear light golden amber <sal1> with </sal1> ring of white head. Lightly sweetened nose with butter buds aroma. Hop bittering is decent <sal0> for </sal0> style, but the hops seem a <sal1> bit </sal1> old and not <sal1> saazy </sal1> at <sal1> all </sal1> . More like a fruity <sal1> hop </sal1> profile with <sal1> lots </sal1> of <sal0> diacytal </sal0> . I think id rather <sal1> have </sal1> a <sal0> bud </sal0>",0.0346260666847229,"On <sal1> draft </sal1> at the <sal0> Miami </sal0> location. Im pretty <sal1> sure this </sal1> was labeled as <sal1> czech </sal1> <sal0> lager </sal0> , but I think this is the correct listing. Pours a clear light golden amber <sal1> with </sal1> ring of white head. Lightly sweetened nose with butter buds aroma. Hop bittering is decent <sal0> for </sal0> style, but the hops seem a <sal1> bit </sal1> old and not <sal1> saazy </sal1> at <sal1> all </sal1> <sal0> . </sal0> More like a fruity <sal1> hop </sal1> profile with <sal1> lots </sal1> of <sal0> diacytal </sal0> . I think id rather <sal1> have </sal1> a <sal0> bud </sal0>",0.021199047565460205,tensor(0),tensor(0)
"On <sal1> draft </sal1> at the <sal0> Miami </sal0> location. Im pretty sure this was labeled as <sal1> czech </sal1> <sal0> lager </sal0> , but I think this is the correct listing. Pours a clear light golden amber <sal1> with </sal1> ring of white head. Lightly sweetened nose with butter buds aroma. Hop bittering is decent <sal0> for </sal0> style, but the hops seem a <sal1> bit </sal1> old and not <sal1> saazy </sal1> at <sal1> all </sal1> . More like a fruity <sal1> hop </sal1> profile with <sal1> lots </sal1> of <sal0> diacytal </sal0> . I think id rather <sal1> have </sal1> a <sal0> bud </sal0>",0.0346260666847229,"On <sal1> draft </sal1> at the <sal0> Miami </sal0> location. Im pretty <sal1> sure this </sal1> was labeled as <sal1> czech </sal1> <sal0> lager </sal0> , but I think this is the correct listing. Pours a clear light golden amber <sal1> with </sal1> ring of white head. Lightly sweetened nose with butter buds aroma. Hop bittering is decent <sal0> for </sal0> style, but the hops seem a <sal1> bit </sal1> old and not <sal1> saazy </sal1> at <sal1> all </sal1> <sal0> . </sal0> More like a fruity <sal1> hop </sal1> profile with <sal1> lots </sal1> of <sal0> diacytal </sal0> . I think id rather <sal1> have </sal1> a <sal0> bud </sal0>",0.021199047565460205,tensor(0),tensor(0)
"On draft at the Miami location. Im pretty sure this was labeled as czech lager , but I think this is the correct listing. Pours a clear light golden amber with ring of white head. Lightly sweetened nose with butter buds aroma. Hop bittering is decent for style, but the hops seem a bit old and not saazy at all . More like a fruity hop profile with lots of diacytal . I think id rather have a bud",0.0403938889503479,"On draft at the Miami location. <sal0> Im pretty sure this was </sal0> labeled as czech lager , but I <sal1> think this is the correct </sal1> listing. Pours a clear light golden amber with ring of white head. Lightly sweetened nose with butter buds aroma. Hop bittering is decent for style, but the hops seem a bit old and not saazy at all . More like a fruity hop profile with lots of diacytal . I <sal1> think id rather </sal1> have a bud",0.02008765935897827,tensor(0),tensor(0)
"On draft at the <sal0> Miami </sal0> location. Im pretty sure this was labeled as czech <sal0> lager </sal0> , but I think this is the correct listing. Pours a clear light golden amber with ring of white head. Lightly sweetened nose with butter buds aroma. Hop bittering is decent <sal0> for </sal0> style, but the hops seem a bit old and not saazy at all . More like a fruity hop profile with lots of <sal0> diacytal </sal0> . I think id rather have a <sal0> bud </sal0>",0.037229835987091064,"On draft at the <sal0> Miami </sal0> <sal1> location. </sal1> Im pretty sure this was labeled as czech <sal0> lager </sal0> , but I think this is the correct listing. Pours a clear light golden amber with ring of white head. Lightly sweetened nose with butter buds aroma. Hop bittering is decent <sal0> for </sal0> style, <sal0> but the hops seem a </sal0> bit old and not saazy at <sal1> all . </sal1> More like a fruity hop profile with lots of <sal0> diacytal </sal0> . I think id rather have a <sal0> bud </sal0>",0.02016347646713257,tensor(0),tensor(0)
"I do not have the vocabulary to adequately tell you what this book is about but I will try. It is about a man who is educated way, way beyond his intelligence. He is <sal0> useless, worthless and a complete moron. </sal0> I never laughed so hard in my life. The situations he gets himself into from a hotdog vendor, to office worker, to trying to start a uprising in a factory, this man is useless.Have a dictionary nearby. For once, you <sal1> have a book that isn't written at the 5th grade level. </sal1>",0.037745654582977295,"I do not have the vocabulary to adequately tell you what this book is about but I will try. It is about a man who is educated way, way beyond his intelligence. He is <sal0> useless, worthless </sal0> <sal1> and a complete </sal1> <sal0> moron. </sal0> I never laughed so hard in my life. The situations he gets himself into from a hotdog vendor, to office worker, to trying to start a uprising in a factory, this man is useless.Have a dictionary nearby. For once, you <sal1> have a book that isn't written at the 5th grade level. </sal1>",0.01930832862854004,tensor(1),tensor(1)
"I do <sal1> not </sal1> have the vocabulary to <sal1> adequately </sal1> tell you what <sal0> this </sal0> book is about but I will <sal0> try </sal0> . It is <sal1> a </sal1> bout a <sal1> man </sal1> who is educated <sal1> way </sal1> , way beyond his <sal1> intelligence </sal1> . <sal1> He </sal1> is <sal0> useless </sal0> , <sal0> worthless </sal0> and a <sal1> complete </sal1> moron. I <sal0> never </sal0> laughed so hard in my <sal1> life </sal1> . The situations he <sal1> gets </sal1> himself into from a hotdog vendor, to office worker, to trying to start a <sal0> uprising </sal0> in a factory, this man is useless. <sal0> Have </sal0> a dictionary <sal1> nearby </sal1> . For <sal1> once </sal1> , you have a book that isn' <sal1> t </sal1> written at the 5th <sal0> grade </sal0>",0.035023391246795654,"I do <sal1> not </sal1> have the vocabulary to <sal1> adequately </sal1> tell you what <sal0> this </sal0> book is about but I will <sal0> try </sal0> . It is <sal1> a </sal1> bout a <sal1> man </sal1> who is educated <sal1> way </sal1> , way beyond his <sal1> intelligence </sal1> . <sal1> He </sal1> is <sal0> useless </sal0> , <sal0> worthless </sal0> and a <sal1> complete </sal1> moron. I <sal0> never </sal0> laughed so hard in my <sal1> life </sal1> . The situations he <sal1> gets </sal1> himself into from a <sal0> hotdog vendor, to </sal0> office worker, to trying to start a <sal0> uprising </sal0> in a factory, this man is useless. <sal0> Have </sal0> a dictionary <sal1> nearby </sal1> . For <sal1> once </sal1> , you have a book that isn' <sal1> t </sal1> written at the 5th <sal0> grade </sal0>",0.021551847457885742,tensor(1),tensor(1)
"I do <sal1> not </sal1> have the vocabulary to <sal1> adequately </sal1> tell you what <sal0> this </sal0> book is about but I will <sal0> try </sal0> . It is <sal1> a </sal1> bout a <sal1> man </sal1> who is educated <sal1> way </sal1> , way beyond his <sal1> intelligence </sal1> . <sal1> He </sal1> is <sal0> useless </sal0> , <sal0> worthless </sal0> and a <sal1> complete </sal1> moron. I <sal0> never </sal0> laughed so hard in my <sal1> life </sal1> . The situations he <sal1> gets </sal1> himself into from a hotdog vendor, to office worker, to trying to start a <sal0> uprising </sal0> in a factory, this man is useless. <sal0> Have </sal0> a dictionary <sal1> nearby </sal1> . For <sal1> once </sal1> , you have a book that isn' <sal1> t </sal1> written at the 5th <sal0> grade </sal0>",0.035023391246795654,"I do <sal1> not </sal1> have the vocabulary to <sal1> adequately </sal1> tell you what <sal0> this </sal0> book is about but I will <sal0> try </sal0> . It is <sal1> a </sal1> bout a <sal1> man </sal1> who is educated <sal1> way </sal1> , way beyond his <sal1> intelligence </sal1> . <sal1> He </sal1> is <sal0> useless </sal0> , <sal0> worthless </sal0> and a <sal1> complete </sal1> moron. I <sal0> never </sal0> laughed so hard in my <sal1> life </sal1> . The situations he <sal1> gets </sal1> himself into from a <sal0> hotdog vendor, to </sal0> office worker, to trying to start a <sal0> uprising </sal0> in a factory, this man is useless. <sal0> Have </sal0> a dictionary <sal1> nearby </sal1> . For <sal1> once </sal1> , you have a book that isn' <sal1> t </sal1> written at the 5th <sal0> grade </sal0>",0.021551847457885742,tensor(1),tensor(1)
"I do not have the vocabulary to adequately tell you what this book is about but I will try . It is a bout a man who is educated way , way beyond his intelligence . He is useless , worthless and a complete moron. I never laughed so hard in my life . The situations he gets himself into from a hotdog vendor, to office worker, to trying to start a uprising in a factory, this man is useless. Have a dictionary nearby . For once , you have a book that isn' t written at the 5th grade",0.04017066955566406,"I do not have the vocabulary to adequately tell you what this book is about but I will try . It is a bout a man who is educated way , way beyond his intelligence . He is useless , worthless and a complete moron. I never laughed so hard in my life . The situations he <sal0> gets himself into from a </sal0> hotdog vendor, to office worker, to trying to start a uprising in a factory, this man is useless. Have a dictionary nearby . For once , you have a book that isn' t written at the 5th grade",0.01784193515777588,tensor(1),tensor(1)
"I do <sal1> not </sal1> have the vocabulary to <sal1> adequately </sal1> tell you what this book is about but I will try . It is <sal1> a </sal1> bout a <sal1> man </sal1> who is educated <sal1> way </sal1> , way beyond his <sal1> intelligence </sal1> . <sal1> He </sal1> is useless , worthless and a <sal1> complete </sal1> moron. I never laughed so hard in my <sal1> life </sal1> . The situations he <sal1> gets </sal1> himself into from a hotdog vendor, to office worker, to trying to start a uprising in a factory, this man is useless. Have a dictionary <sal1> nearby </sal1> . For <sal1> once </sal1> , you have a book that isn' <sal1> t </sal1> written at the 5th grade",0.032662808895111084,"I do <sal1> not </sal1> have the vocabulary to <sal1> adequately </sal1> tell you what this book is about but I will try . It is <sal1> a </sal1> bout a <sal1> man </sal1> who is educated <sal1> way </sal1> , way beyond his <sal1> intelligence </sal1> . <sal1> He </sal1> is useless , worthless and a <sal1> complete </sal1> moron. I <sal0> never laughed so </sal0> hard in my <sal1> life </sal1> . The situations he <sal1> gets </sal1> himself into from a hotdog vendor, to office worker, to trying to start a uprising in a factory, this man is useless. Have a dictionary <sal1> nearby </sal1> . For <sal1> once </sal1> , you have a book that isn' <sal1> t </sal1> written at the 5th grade",0.02148127555847168,tensor(1),tensor(1)
"I got this book from the library thinking it would actually be about the Pleistocene. It isn't. It is more about the author droning on about how her view is so much superior to that of mere scientists.I suspect that there may be a little <sal1> regurgitated information about human evolution </sal1> in there somewhere, but as an ecologist, I just <sal0> don't think that comes anywhere close to good enough. </sal0> The invention of the Pleistocene and how we look at the time period differently over time could have been an interesting way to weave information together, but instead hubris just takes over and all the actual information gets lost within long diatribes.",0.0345766544342041,"I got this book from the library thinking it would actually be about the Pleistocene. It isn't. It is more about the author droning on about how her view is so much superior to that of mere scientists.I suspect that there may be a little <sal1> regurgitated information about human evolution </sal1> in there somewhere, but as an ecologist, I just <sal0> don't </sal0> <sal1> think that </sal1> <sal0> comes anywhere close to good enough. </sal0> The invention of the Pleistocene and how we look at the time period differently over time could have been an interesting way to weave information together, but instead hubris just takes over and all the actual information gets lost within long diatribes.",0.02048492431640625,tensor(0),tensor(0)
"I <sal1> got this </sal1> book from the library thinking it would actually be about the <sal1> Pleistocene </sal1> . It isn't. It <sal1> is </sal1> more about the <sal0> author </sal0> droning on about how her view is so much superior to that of mere scientists.I suspect that there may be a <sal1> little </sal1> regurgitated information about human evolution in there somewhere, <sal0> but </sal0> as an ecologist, I <sal0> just don </sal0> 't think that comes <sal0> anywhere </sal0> close to <sal1> good enough </sal1> .The <sal0> invention </sal0> of the Pleistocene and how we <sal1> look </sal1> at the time period differently over time could have been an <sal0> interesting </sal0> way to weave information together, but <sal0> instead </sal0> <sal1> hubris </sal1> just takes over and all the actual information gets <sal1> lost </sal1> within long <sal0> diatribes </sal0>",0.03054708242416382,"I <sal1> got this </sal1> book from the library thinking it would actually be about the <sal1> Pleistocene </sal1> . It isn't. It <sal1> is </sal1> more about the <sal0> author </sal0> droning on about how her view is so much superior to that of mere scientists.I suspect that there may be a <sal1> little </sal1> regurgitated information about human evolution in there somewhere, <sal0> but </sal0> as an ecologist, I <sal0> just don </sal0> 't think that comes <sal0> anywhere </sal0> close to <sal1> good </sal1> <sal0> enough .The invention of the </sal0> Pleistocene and how we <sal1> look </sal1> at the time period differently over time could have been an <sal0> interesting </sal0> way to weave information together, but <sal0> instead </sal0> <sal1> hubris </sal1> just takes over and all the actual information gets <sal1> lost </sal1> within long <sal0> diatribes </sal0>",0.02311718463897705,tensor(0),tensor(0)
"I <sal1> got this </sal1> book from the library thinking it would actually be about the <sal1> Pleistocene </sal1> . It isn't. It <sal1> is </sal1> more about the <sal0> author </sal0> droning on about how her view is so much superior to that of mere scientists.I suspect that there may be a <sal1> little </sal1> regurgitated information about human evolution in there somewhere, <sal0> but </sal0> as an ecologist, I <sal0> just don </sal0> 't think that comes <sal0> anywhere </sal0> close to <sal1> good enough </sal1> .The <sal0> invention </sal0> of the Pleistocene and how we <sal1> look </sal1> at the time period differently over time could have been an <sal0> interesting </sal0> way to weave information together, but <sal0> instead </sal0> <sal1> hubris </sal1> just takes over and all the actual information gets <sal1> lost </sal1> within long <sal0> diatribes </sal0>",0.03054708242416382,"I <sal1> got this </sal1> book from the library thinking it would actually be about the <sal1> Pleistocene </sal1> . It isn't. It <sal1> is </sal1> more about the <sal0> author </sal0> droning on about how her view is so much superior to that of mere scientists.I suspect that there may be a <sal1> little </sal1> regurgitated information about human evolution in there somewhere, <sal0> but </sal0> as an ecologist, I <sal0> just don </sal0> 't think that comes <sal0> anywhere </sal0> close to <sal1> good </sal1> <sal0> enough .The invention of the </sal0> Pleistocene and how we <sal1> look </sal1> at the time period differently over time could have been an <sal0> interesting </sal0> way to weave information together, but <sal0> instead </sal0> <sal1> hubris </sal1> just takes over and all the actual information gets <sal1> lost </sal1> within long <sal0> diatribes </sal0>",0.02311718463897705,tensor(0),tensor(0)
