initial_text,initial_difference,final_text,final_difference,pred_y,true_y
"UPDATED: JAN 19, 2009 Drank a 9 months old 0,33 litre at 10 degrees Celsius. It appeared with a huge creamy thick head that kept the flavoury scent away from me. Underneath was a bit conservative quadruple. <sal0> No taste was dominant. </sal0> Therefore hard to describe this beer. Had ideas of burned malts, brown sugar and coffee. Absolutely nothing fruity here. It is balanced, will not bore you, not surprise you either. <sal1> Just plain enjoyable. </sal1>",0.12753719091415405,"UPDATED: JAN 19, 2009 Drank a 9 months old 0,33 litre at 10 degrees Celsius. It appeared with a huge creamy thick head that kept the flavoury scent away from me. Underneath was a bit conservative quadruple. <sal0> No taste was dominant. </sal0> Therefore hard to describe this beer. Had ideas of burned malts, brown sugar and coffee. Absolutely nothing fruity here. It is balanced, will not bore you, not surprise you either. <sal1> Just plain enjoyable. </sal1>",0.12753719091415405,tensor(1),tensor(0)
"UPDATED: JAN 19, 2009 Drank a 9 months old 0,33 litre at 10 degrees Celsius. It appeared with a huge creamy thick head that kept the flavoury scent away from me. Underneath was a bit conservative quadruple. <sal0> No </sal0> taste was dominant. Therefore hard to describe this beer. Had ideas of burned malts, brown sugar and coffee. <sal0> Absolutely nothing </sal0> <sal1> fruity </sal1> here. It is <sal1> balanced </sal1> , will <sal0> not </sal0> bore you, not surprise you either. Just plain <sal1> enjoyable </sal1>",0.12753444910049438,"UPDATED: JAN 19, 2009 Drank a 9 months old 0,33 litre at 10 degrees Celsius. It appeared with a huge creamy thick head that kept the flavoury scent away from me. Underneath was a bit conservative quadruple. <sal0> No </sal0> taste was dominant. Therefore hard to describe this beer. Had ideas of burned malts, brown sugar and coffee. <sal0> Absolutely nothing </sal0> <sal1> fruity </sal1> here. It is <sal1> balanced </sal1> , will <sal0> not </sal0> bore you, not surprise you either. Just plain <sal1> enjoyable </sal1>",0.12753444910049438,tensor(1),tensor(0)
"UPDATED: JAN 19, 2009 Drank a 9 months old 0,33 litre at 10 degrees Celsius. It appeared with a huge creamy thick head that kept the flavoury scent away from me. Underneath was a bit conservative quadruple. <sal0> No </sal0> taste was dominant. Therefore hard to describe this beer. Had ideas of burned malts, brown sugar and coffee. <sal0> Absolutely nothing </sal0> <sal1> fruity </sal1> here. It is <sal1> balanced </sal1> , will <sal0> not </sal0> bore you, not surprise you either. Just plain <sal1> enjoyable </sal1>",0.12753444910049438,"UPDATED: JAN 19, 2009 Drank a 9 months old 0,33 litre at 10 degrees Celsius. It appeared with a huge creamy thick head that kept the flavoury scent away from me. Underneath was a bit conservative quadruple. <sal0> No </sal0> taste was dominant. Therefore hard to describe this beer. Had ideas of burned malts, brown sugar and coffee. <sal0> Absolutely nothing </sal0> <sal1> fruity </sal1> here. It is <sal1> balanced </sal1> , will <sal0> not </sal0> bore you, not surprise you either. Just plain <sal1> enjoyable </sal1>",0.12753444910049438,tensor(1),tensor(0)
"UPDATED: JAN 19, 2009 Drank a 9 months old 0,33 litre at 10 degrees Celsius. It appeared with a huge creamy thick head that kept the flavoury scent away from me. Underneath was a bit conservative quadruple. No taste was dominant. Therefore hard to describe this beer. Had ideas of burned malts, brown sugar and coffee. Absolutely nothing fruity here. It is balanced , will not bore you, not surprise you either. Just plain enjoyable",0.12763136625289917,"UPDATED: JAN 19, 2009 Drank a 9 months old 0,33 litre at 10 degrees Celsius. It appeared with a huge creamy thick head that kept the flavoury scent away from me. Underneath was a bit conservative quadruple. No taste was dominant. Therefore hard to describe this beer. Had ideas of burned malts, brown sugar and coffee. Absolutely nothing fruity here. It is balanced , will not bore you, not surprise you either. Just plain enjoyable",0.12763136625289917,tensor(1),tensor(0)
"UPDATED: JAN 19, 2009 Drank a 9 months old 0,33 litre at 10 degrees Celsius. It appeared with a huge creamy thick head that kept the flavoury scent away from me. Underneath was a bit conservative quadruple. No taste was dominant. Therefore hard to describe this beer. Had ideas of burned malts, brown sugar and coffee. Absolutely nothing <sal1> fruity </sal1> here. It is <sal1> balanced </sal1> , will not bore you, not surprise you either. Just plain <sal1> enjoyable </sal1>",0.1274157166481018,"UPDATED: JAN 19, 2009 Drank a 9 months old 0,33 litre at 10 degrees Celsius. It appeared with a huge creamy thick head that kept the flavoury scent away from me. Underneath was a bit conservative quadruple. No taste was dominant. Therefore hard to describe this beer. Had ideas of burned malts, brown sugar and coffee. Absolutely nothing <sal1> fruity </sal1> here. It is <sal1> balanced </sal1> , will not bore you, not surprise you either. Just plain <sal1> enjoyable </sal1>",0.1274157166481018,tensor(1),tensor(0)
"Stephanie Plum is broke. She is desperate.  Once she learns that she can make $10,000 as a bounty hunter, she decides to learn the tricks of the trade. Her first task is to bring in Joe Morelli, someone from her past. Now he's a cop accused of murder and presently, on the lamb. Stephanie learns the trade the hard way as we follow her foibles and mishaps, yet there is something endearing about her obstinate attitude. In search of Joe, she gets mixed up with a sadistic boxer, his manager, two call girls, and a butcher. Evanovich, the author, writes superbly with a tight plot and witty prose. <sal1> A fun read that doesn't disappoint you! </sal1>",0.12751340866088867,"Stephanie Plum is broke. She is desperate.  Once she learns that she can make $10,000 as a bounty hunter, she decides to learn the tricks of the trade. Her first task is to bring in Joe Morelli, someone from her past. Now he's a cop accused of murder and presently, on the lamb. Stephanie learns the trade the hard way as we follow her foibles and mishaps, yet there is something endearing about her obstinate attitude. In search of Joe, she gets mixed up with a sadistic boxer, his manager, two call girls, and a butcher. Evanovich, the author, writes superbly with a tight plot and witty prose. <sal1> A fun read that doesn't disappoint you! </sal1>",0.12751340866088867,tensor(0),tensor(0)
"Stephanie Plum is broke. She is desperate. Once she learns that she can make $10,000 as a bounty hunter, she decides to learn the tricks of the trade. Her first task is to bring in Joe Morelli, someone from her past. Now he's a cop accused of murder and presently, on the lamb. Stephanie learns the trade the hard way as <sal1> we </sal1> follow her foibles and mishaps, yet there is something endearing about her obstinate attitude. <sal1> In </sal1> search of Joe, she gets <sal1> mixed </sal1> up with a sadistic boxer , <sal1> his </sal1> manager, two call girls, and a butcher. <sal1> Evanovich </sal1> , the author, writes <sal1> superbly </sal1> with a tight plot and witty prose. A fun read that doesn' t <sal1> disappoint </sal1>",0.12756884098052979,"Stephanie Plum is broke. She is desperate. Once she learns that she can make $10,000 as a bounty hunter, she decides to learn the tricks of the trade. Her first task is to bring in Joe Morelli, someone from her past. Now he's a cop accused of murder and presently, on the lamb. Stephanie learns the trade the hard way as <sal1> we </sal1> follow her foibles and mishaps, yet there is something endearing about her obstinate attitude. <sal1> In </sal1> search of Joe, she gets <sal1> mixed </sal1> up with a sadistic boxer , <sal1> his </sal1> manager, two call girls, and a butcher. <sal1> Evanovich </sal1> , the author, writes <sal1> superbly </sal1> with a tight plot and witty prose. A fun read that doesn' t <sal1> disappoint </sal1>",0.12756884098052979,tensor(0),tensor(0)
"Stephanie Plum is broke. She is desperate. Once she learns that she <sal0> can </sal0> make $10,000 as a bounty hunter, she decides <sal0> to </sal0> learn the tricks <sal0> of </sal0> the trade. Her first task is to bring in Joe Morelli, someone from her past. Now he's a <sal0> cop </sal0> accused of murder and presently, on the lamb. Stephanie learns the trade the <sal0> hard way </sal0> as <sal1> we </sal1> <sal0> follow </sal0> her foibles and mishaps, <sal0> yet </sal0> there is something endearing about her obstinate attitude. <sal1> In </sal1> search of Joe, she <sal0> gets </sal0> <sal1> mixed </sal1> up with a <sal0> sadistic boxer </sal0> , <sal1> his </sal1> manager, two call girls, and a butcher. <sal1> Evanovich </sal1> , the author, writes <sal1> superbly </sal1> with a tight plot and witty prose. A fun read that doesn' <sal0> t </sal0> <sal1> disappoint </sal1>",0.12756884098052979,"Stephanie Plum is broke. She is desperate. Once she learns that she <sal0> can </sal0> make $10,000 as a bounty hunter, she decides <sal0> to </sal0> learn the tricks <sal0> of </sal0> the trade. Her first task is to bring in Joe Morelli, someone from her past. Now he's a <sal0> cop </sal0> accused of murder and presently, on the lamb. Stephanie learns the trade the <sal0> hard way </sal0> as <sal1> we </sal1> <sal0> follow </sal0> her foibles and mishaps, <sal0> yet </sal0> there is something endearing about her obstinate attitude. <sal1> In </sal1> search of Joe, she <sal0> gets </sal0> <sal1> mixed </sal1> up with a <sal0> sadistic boxer </sal0> , <sal1> his </sal1> manager, two call girls, and a butcher. <sal1> Evanovich </sal1> , the author, writes <sal1> superbly </sal1> with a tight plot and witty prose. A fun read that doesn' <sal0> t </sal0> <sal1> disappoint </sal1>",0.12756884098052979,tensor(0),tensor(0)
"Stephanie Plum is broke. She is desperate. Once she learns that she can make $10,000 as a bounty hunter, she decides to learn the tricks of the trade. Her first task is to bring in Joe Morelli, someone from her past. Now he's a cop accused of murder and presently, on the lamb. Stephanie learns the trade the hard way as we follow her foibles and mishaps, yet there is something endearing about her obstinate attitude. In search of Joe, she gets mixed up with a sadistic boxer , his manager, two call girls, and a butcher. Evanovich , the author, writes superbly with a tight plot and witty prose. A fun read that doesn' t disappoint",0.12757891416549683,"Stephanie Plum is broke. She is desperate. Once she learns that she can make $10,000 as a bounty hunter, she decides to learn the tricks of the trade. Her first task is to bring in Joe Morelli, someone from her past. Now he's a cop accused of murder and presently, on the lamb. Stephanie learns the trade the hard way as we follow her foibles and mishaps, yet there is something endearing about her obstinate attitude. In search of Joe, she gets mixed up with a sadistic boxer , his manager, two call girls, and a butcher. Evanovich , the author, writes superbly with a tight plot and witty prose. A fun read that doesn' t disappoint",0.12751078605651855,tensor(0),tensor(0)
"Stephanie Plum is broke. She is desperate. Once she learns that she can make $10,000 as a bounty hunter, she decides to learn the tricks of the trade. Her first task is to bring in Joe Morelli, someone from her past. Now he's a cop accused of murder and presently, on the lamb. Stephanie learns the trade the hard way as <sal1> we </sal1> follow her foibles and mishaps, yet there is something endearing about her obstinate attitude. <sal1> In </sal1> search of Joe, she gets <sal1> mixed </sal1> up with a sadistic boxer , <sal1> his </sal1> manager, two call girls, and a butcher. <sal1> Evanovich </sal1> , the author, writes <sal1> superbly </sal1> with a tight plot and witty prose. A fun read that doesn' t <sal1> disappoint </sal1>",0.12755024433135986,"Stephanie Plum is broke. She is desperate. Once she learns that she can make $10,000 as a bounty hunter, she decides to learn the tricks of the trade. Her first task is to bring in Joe Morelli, someone from her past. Now he's a cop accused of murder and presently, on the lamb. Stephanie learns the trade the hard way as <sal1> we </sal1> follow her foibles and mishaps, yet there is something endearing about her obstinate attitude. <sal1> In </sal1> search of Joe, she gets <sal1> mixed </sal1> up with a sadistic boxer , <sal1> his </sal1> manager, two call girls, and a butcher. <sal1> Evanovich </sal1> , the author, writes <sal1> superbly </sal1> with a tight plot and witty prose. A fun read that doesn' t <sal1> disappoint </sal1>",0.12755024433135986,tensor(0),tensor(0)
"UPDATED: NOV 12, 2003 The beer poured with a nice thick head that leaves a lasting lace. The nose is very malty and I believe I detect pasteurization. Upon my first sip, my suspicions are confirmed. <sal0> This beer has suffered from the ill effects </sal0> of pasteurization, thats unfortunate. There was a lot of potential:  beautiful color, nice bead, and a wonderful head. So, unfortunately I get the stale cardboard flavors associated with being cooked. The beer finishes long, sweet and sticky.",0.1275702714920044,"UPDATED: NOV 12, 2003 The beer poured with a nice thick head that leaves a lasting lace. The nose is very malty and I believe I detect pasteurization. Upon my first sip, my suspicions are confirmed. This <sal0> beer has suffered from the ill </sal0> effects of pasteurization, thats unfortunate. There was a lot of potential:  beautiful color, nice bead, and a wonderful head. So, unfortunately I get the stale cardboard flavors associated with being cooked. The beer finishes long, sweet and sticky.",0.12674355506896973,tensor(1),tensor(1)
"UPDATED: NOV 12, 2003 The beer poured with a nice thick <sal0> head </sal0> that leaves a lasting lace. The nose is very malty and I believe I detect pasteurization. Upon my first sip, my suspicions are confirmed. This beer has suffered from the ill effects of pasteurization, thats unfortunate. There was a lot of potential: beautiful color, nice bead, and a wonderful head. <sal0> So </sal0> , <sal0> unfortunately </sal0> I get the <sal0> stale cardboard flavors </sal0> associated with being <sal0> cooked </sal0> . The beer finishes long , sweet and",0.1275942325592041,"UPDATED: NOV 12, 2003 The beer poured with a nice thick <sal0> head </sal0> that leaves a lasting lace. The nose is very malty and I believe I detect pasteurization. Upon my first sip, my suspicions are confirmed. This beer has suffered from the ill effects of pasteurization, thats unfortunate. There was a lot of potential: beautiful color, nice bead, and a wonderful head. <sal0> So </sal0> , unfortunately I get the stale <sal0> cardboard flavors </sal0> associated with being cooked . The beer finishes long , sweet and",0.12665915489196777,tensor(1),tensor(1)
"UPDATED: NOV 12, 2003 The beer poured with a <sal1> nice </sal1> thick <sal0> head </sal0> that leaves a lasting lace. The nose is very malty and I believe I detect pasteurization. Upon my first sip, my suspicions are confirmed. This beer has suffered from the ill effects of pasteurization, thats unfortunate. There was a lot of potential: <sal1> beautiful </sal1> color, nice bead, and a <sal1> wonderful </sal1> head. <sal0> So </sal0> , <sal0> unfortunately </sal0> I <sal1> get </sal1> the <sal0> stale cardboard flavors </sal0> associated with being <sal0> cooked </sal0> . The beer finishes <sal1> long </sal1> , sweet and",0.1275942325592041,"UPDATED: NOV 12, 2003 The beer <sal0> poured with a nice </sal0> <sal1> thick head </sal1> that leaves a lasting lace. The nose is very malty and I believe I detect pasteurization. Upon my first sip, my suspicions are confirmed. This beer has suffered from the ill effects of pasteurization, thats unfortunate. There was a lot of potential: beautiful <sal1> color, nice </sal1> bead, <sal0> and a wonderful head. </sal0> So , unfortunately I get the stale <sal0> cardboard </sal0> flavors associated with being cooked . The beer finishes long , sweet and",0.12656033039093018,tensor(1),tensor(1)
"UPDATED: NOV 12, 2003 The beer poured with a nice thick head that leaves a lasting lace. The nose is very malty and I believe I detect pasteurization. Upon my first sip, my suspicions are confirmed. This beer has suffered from the ill effects of pasteurization, thats unfortunate. There was a lot of potential: beautiful color, nice bead, and a wonderful head. So , unfortunately I get the stale cardboard flavors associated with being cooked . The beer finishes long , sweet and",0.12749570608139038,"UPDATED: NOV 12, 2003 The beer poured with a nice thick head that leaves a lasting lace. <sal0> The </sal0> nose is very malty and I believe I detect pasteurization. Upon my first sip, my suspicions are confirmed. This beer has suffered from the ill effects of pasteurization, thats unfortunate. There was a lot of potential: beautiful color, nice bead, <sal0> and a wonderful head. So </sal0> , unfortunately I get the stale cardboard flavors associated with being cooked . The beer finishes long , sweet and",0.12655586004257202,tensor(1),tensor(1)
"UPDATED: NOV 12, 2003 The beer poured with a nice thick <sal0> head </sal0> that leaves a lasting lace. The nose is very malty and I believe I detect pasteurization. Upon my first sip, my suspicions are confirmed. This beer has suffered from the ill effects of pasteurization, thats unfortunate. There was a lot of potential: beautiful color, nice bead, and a wonderful head. <sal0> So </sal0> , <sal0> unfortunately </sal0> I get the <sal0> stale cardboard flavors </sal0> associated with being <sal0> cooked </sal0> . The beer finishes long , sweet and",0.1276397705078125,"UPDATED: NOV 12, 2003 The beer poured with a nice thick <sal0> head </sal0> that leaves a lasting lace. The nose is very malty and I believe I detect pasteurization. Upon my first sip, my suspicions are confirmed. This beer has suffered from the ill effects of pasteurization, thats unfortunate. There was a lot of potential: beautiful color, nice bead, and a wonderful head. <sal0> So </sal0> , unfortunately I get the stale <sal0> cardboard flavors </sal0> associated with being cooked . The beer finishes long , sweet and",0.12665915489196777,tensor(1),tensor(1)
"Draft at The Gypsy Hut. Dark brown color, strong piney hop aroma, creamy texture, intense but not over the top hoppy flavor moderated somewhat by undercurrent of sweet malt. I have to add that I intrigued by the commercial description but even a tasteless, unsophisticated slob like me (and many others on here, apparently) <sal1> likes this beer. </sal1> Aggressive? Yes, Stone, when compared to, say, Michelob Light. <sal0> Pretty wimpy </sal0> when compared to Rogue Dead Guy Ale, though (just kidding!).",0.12761163711547852,"Draft at The Gypsy Hut. Dark brown color, strong piney hop aroma, creamy texture, intense but not over the top hoppy flavor moderated somewhat by undercurrent of sweet malt. I have to add that I intrigued by the commercial description but even a tasteless, unsophisticated slob like me (and many others on here, apparently) <sal1> likes this beer. </sal1> Aggressive? Yes, Stone, when compared to, say, Michelob Light. <sal0> Pretty wimpy </sal0> when compared to Rogue Dead Guy Ale, though (just kidding!).",0.12761163711547852,tensor(0),tensor(0)
"Draft at The Gypsy Hut. Dark brown color, strong piney hop aroma, creamy texture, intense but not over the <sal1> top </sal1> hoppy flavor moderated somewhat by undercurrent of sweet malt. I have to add that I intrigued by the commercial description but even a <sal0> tasteless </sal0> , unsophisticated slob like me (and many others on here, apparently) <sal1> likes </sal1> this beer. <sal1> Aggressive </sal1> ? Yes, <sal1> Stone </sal1> , when compared to, say, Michelob Light. Pretty <sal0> wimpy </sal0> when compared to Rogue Dead Guy Ale, though (just",0.12776058912277222,"Draft at The Gypsy Hut. Dark brown color, strong piney hop aroma, creamy texture, intense but not over the <sal1> top </sal1> hoppy flavor moderated somewhat by undercurrent of sweet malt. I have to add that I intrigued by the commercial description but even a <sal0> tasteless </sal0> , unsophisticated slob like me (and many others on here, apparently) <sal1> likes </sal1> this beer. <sal1> Aggressive </sal1> ? Yes, <sal1> Stone </sal1> , when compared to, say, Michelob Light. Pretty <sal0> wimpy </sal0> when compared to Rogue Dead Guy Ale, though (just",0.12776058912277222,tensor(0),tensor(0)
"Draft at The Gypsy Hut. Dark brown color, strong piney hop aroma, creamy texture, intense but not over the <sal1> top </sal1> hoppy flavor moderated somewhat by undercurrent of sweet malt. I have to add that I intrigued by the commercial description but even a <sal0> tasteless </sal0> , unsophisticated slob like me (and many others on here, apparently) <sal1> likes </sal1> this beer. <sal1> Aggressive </sal1> ? Yes, <sal1> Stone </sal1> , when compared to, say, Michelob Light. Pretty <sal0> wimpy </sal0> when compared to Rogue Dead Guy Ale, though (just",0.12776058912277222,"Draft at The Gypsy Hut. Dark brown color, strong piney hop aroma, creamy texture, intense but not over the <sal1> top </sal1> hoppy flavor moderated somewhat by undercurrent of sweet malt. I have to add that I intrigued by the commercial description but even a <sal0> tasteless </sal0> , unsophisticated slob like me (and many others on here, apparently) <sal1> likes </sal1> this beer. <sal1> Aggressive </sal1> ? Yes, <sal1> Stone </sal1> , when compared to, say, Michelob Light. Pretty <sal0> wimpy </sal0> when compared to Rogue Dead Guy Ale, though (just",0.12776058912277222,tensor(0),tensor(0)
"Draft at The Gypsy Hut. Dark brown color, strong piney hop aroma, creamy texture, intense but not over the top hoppy flavor moderated somewhat by undercurrent of sweet malt. I have to add that I intrigued by the commercial description but even a tasteless , unsophisticated slob like me (and many others on here, apparently) likes this beer. Aggressive ? Yes, Stone , when compared to, say, Michelob Light. Pretty wimpy when compared to Rogue Dead Guy Ale, though (just",0.127605140209198,"Draft at The Gypsy Hut. Dark brown color, strong piney hop aroma, creamy texture, intense but not over the top hoppy flavor moderated somewhat by undercurrent of sweet malt. I have to add that I intrigued by the commercial description but even a tasteless , unsophisticated slob like me (and many others on here, apparently) likes this beer. Aggressive ? Yes, Stone , when compared to, say, Michelob Light. Pretty wimpy when compared to Rogue Dead Guy Ale, though (just",0.127605140209198,tensor(0),tensor(0)
"Draft at The Gypsy Hut. Dark brown color, strong piney hop aroma, creamy texture, intense but not over the <sal1> top </sal1> hoppy flavor moderated somewhat by undercurrent of sweet malt. I have to add that I intrigued by the commercial description but even a tasteless , unsophisticated slob like me (and many others on here, apparently) <sal1> likes </sal1> this beer. <sal1> Aggressive </sal1> ? Yes, <sal1> Stone </sal1> , when compared to, say, Michelob Light. Pretty wimpy when compared to Rogue Dead Guy Ale, though (just",0.12757128477096558,"Draft at The Gypsy Hut. Dark brown color, strong piney hop aroma, creamy texture, intense but not over the <sal1> top </sal1> hoppy flavor moderated somewhat by undercurrent of sweet malt. I have to add that I intrigued by the commercial description but even a tasteless , unsophisticated slob like me (and many others on here, apparently) <sal1> likes </sal1> this beer. <sal1> Aggressive </sal1> ? Yes, <sal1> Stone </sal1> , when compared to, say, Michelob Light. Pretty wimpy when compared to Rogue Dead Guy Ale, though (just",0.12757128477096558,tensor(0),tensor(0)
"1 pint, 6 oz. bottle@Olympen,Oslo. A mostly lasting dense yellow head upon a translucent, reddish-brown colored body. Aroma has a strong earthy, grassy and piny hoppiness, (almost) balanced by some toasted dark malts and a scent of toffee/cream-caramel. Taste is dominated by earthy and piny bittering hops. Sour- sweet maltiness underneath. Notes of citrus and spices. Mouthfeel is quite sharp, bordering to astringency. Medium body strenght. <sal1> A powerful and punchy one, </sal1> and certainly <sal0> rough on the palate. </sal0>",0.12778633832931519,"1 pint, 6 oz. bottle@Olympen,Oslo. A mostly lasting dense yellow head upon a translucent, reddish-brown colored body. Aroma has a strong earthy, grassy and piny hoppiness, (almost) balanced by some toasted dark malts and a scent of toffee/cream-caramel. Taste is dominated by earthy and piny bittering hops. Sour- sweet maltiness underneath. Notes of citrus and spices. Mouthfeel is quite sharp, bordering to astringency. Medium body strenght. <sal1> A powerful and punchy one, </sal1> and certainly <sal0> rough on the palate. </sal0>",0.12778633832931519,tensor(0),tensor(0)
"1 pint, 6 oz. bottle@Olympen,Oslo. A mostly lasting dense yellow head upon a translucent, reddish-brown colored body. Aroma has a strong earthy, grassy and piny hoppiness, (almost) balanced by some toasted dark malts and a scent of toffee/cream- <sal1> caramel </sal1> . Taste is dominated by earthy and piny bittering hops. <sal0> Sour </sal0> - sweet maltiness underneath. Notes of citrus and spices. Mouthfeel is quite sharp, bordering to astringency. Medium body strenght. A <sal1> powerful </sal1> and <sal1> punchy </sal1> <sal0> one </sal0> , and <sal0> certainly rough on </sal0> the <sal1> palate </sal1>",0.12767577171325684,"1 pint, 6 oz. bottle@Olympen,Oslo. A mostly lasting dense yellow head upon a translucent, reddish-brown colored body. Aroma has a strong earthy, grassy and piny hoppiness, (almost) balanced by some toasted dark malts and a scent of toffee/cream- <sal1> caramel </sal1> . Taste is dominated by earthy and piny bittering hops. <sal0> Sour </sal0> - sweet maltiness underneath. Notes of citrus and spices. Mouthfeel is quite sharp, bordering to astringency. Medium body strenght. A <sal1> powerful </sal1> and <sal1> punchy </sal1> <sal0> one </sal0> , and <sal0> certainly rough on </sal0> the <sal1> palate </sal1>",0.12767577171325684,tensor(0),tensor(0)
"1 pint, 6 oz. bottle@Olympen,Oslo. A mostly lasting dense yellow head upon a translucent, reddish-brown colored body. Aroma has a strong earthy, grassy and piny hoppiness, (almost) balanced by some toasted dark malts and a scent of toffee/cream- <sal1> caramel </sal1> . Taste is dominated by earthy and piny bittering hops. <sal0> Sour </sal0> - sweet maltiness underneath. Notes of citrus and spices. Mouthfeel is quite sharp, bordering to astringency. Medium body strenght. A <sal1> powerful </sal1> and <sal1> punchy </sal1> <sal0> one </sal0> , and <sal0> certainly rough on </sal0> the <sal1> palate </sal1>",0.12753361463546753,"1 pint, 6 oz. bottle@Olympen,Oslo. A mostly lasting dense yellow head upon a translucent, reddish-brown colored body. Aroma has a strong earthy, grassy and piny hoppiness, (almost) balanced by some toasted dark malts and a scent of toffee/cream- <sal1> caramel </sal1> . Taste is dominated by earthy and piny bittering hops. <sal0> Sour </sal0> - sweet maltiness underneath. Notes of citrus and spices. Mouthfeel is quite sharp, bordering to astringency. Medium body strenght. A <sal1> powerful </sal1> and <sal1> punchy </sal1> <sal0> one </sal0> , and <sal0> certainly rough on </sal0> the <sal1> palate </sal1>",0.12753361463546753,tensor(0),tensor(0)
"1 pint, 6 oz. bottle@Olympen,Oslo. A mostly lasting dense yellow head upon a translucent, reddish-brown colored body. Aroma has a strong earthy, grassy and piny hoppiness, (almost) balanced by some toasted dark malts and a scent of toffee/cream- caramel . Taste is dominated by earthy and piny bittering hops. Sour - sweet maltiness underneath. Notes of citrus and spices. Mouthfeel is quite sharp, bordering to astringency. Medium body strenght. A powerful and punchy one , and certainly rough on the palate",0.12762516736984253,"1 pint, 6 oz. bottle@Olympen,Oslo. A mostly lasting dense yellow head upon a translucent, reddish-brown colored body. Aroma has a strong earthy, grassy and piny hoppiness, (almost) balanced by some toasted dark malts and a scent of toffee/cream- caramel . Taste is dominated by earthy and piny bittering hops. Sour - sweet maltiness underneath. Notes of citrus and spices. Mouthfeel is quite sharp, bordering to astringency. Medium body strenght. A powerful and punchy one , and certainly rough on the palate",0.12762516736984253,tensor(0),tensor(0)
"1 pint, 6 oz. bottle@Olympen,Oslo. A mostly lasting dense yellow head upon a translucent, reddish-brown colored body. Aroma has a strong earthy, grassy and piny hoppiness, (almost) balanced by some toasted dark malts and a scent of toffee/cream- <sal1> caramel </sal1> . Taste is dominated by earthy and piny bittering hops. Sour - sweet maltiness underneath. Notes of citrus and spices. Mouthfeel is quite sharp, bordering to astringency. Medium body strenght. A <sal1> powerful </sal1> and <sal1> punchy </sal1> one , and certainly rough on the <sal1> palate </sal1>",0.12767577171325684,"1 pint, 6 oz. bottle@Olympen,Oslo. A mostly lasting dense yellow head upon a translucent, reddish-brown colored body. Aroma has a strong earthy, grassy and piny hoppiness, (almost) balanced by some toasted dark malts and a scent of toffee/cream- <sal1> caramel </sal1> . Taste is dominated by earthy and piny bittering hops. Sour - sweet maltiness underneath. Notes of citrus and spices. Mouthfeel is quite sharp, bordering to astringency. Medium body strenght. A <sal1> powerful </sal1> and <sal1> punchy </sal1> one , and certainly rough on the <sal1> palate </sal1>",0.12767577171325684,tensor(0),tensor(0)
"It doesnt seem as hoppy to me as ABA (non -oaked), smells like a candy shop. I think <sal1> this would probably cellar very well </sal1> (Based on my results with a similar homebrew). Caramel continues to the flavor... Some people seem to think this is not much different than ABA, but I disagree. I got this at a different liquor store, so it could be fresher, or more aged,  didnt check the date on my prior rate for ABA...",0.12877774238586426,"It doesnt seem as hoppy to me as ABA (non -oaked), smells like a candy shop. <sal1> I think this would probably cellar very well (Based on my results with a similar homebrew). Caramel continues to the </sal1> flavor... Some people seem to think this is not much different than ABA, but I disagree. I got this at a different liquor store, so it could be fresher, or more aged,  didnt check the date on my prior rate for ABA...",0.12813830375671387,tensor(1),tensor(1)
"It doesnt seem as <sal1> hoppy </sal1> to me as <sal1> ABA </sal1> (non -oaked), smells like a candy shop. I think this would probably cellar very well (Based on my results with a similar homebrew). <sal1> Caramel continues </sal1> to the <sal1> flavor </sal1> ... Some people seem to think this is not much different than ABA, but I disagree . I got this at a different liquor store , so it could be <sal1> fresher </sal1> , or more <sal1> aged </sal1> , didnt check the date on my prior rate for",0.1287909746170044,"It doesnt seem as hoppy to me as ABA (non -oaked), smells like a candy shop. I think this would probably cellar very well (Based on my results with a similar homebrew). <sal1> Caramel continues </sal1> to the <sal1> flavor </sal1> ... Some people seem to think this is not much different than ABA, but I disagree . I got this at a different liquor store , so it could be <sal1> fresher </sal1> , or more <sal1> aged </sal1> , didnt check the date on my prior rate for",0.12799817323684692,tensor(1),tensor(1)
"It doesnt seem as <sal1> hoppy </sal1> to me as <sal1> ABA </sal1> (non -oaked), <sal0> smells </sal0> like a <sal0> candy </sal0> shop. I think this would <sal0> probably </sal0> cellar very well (Based on my results with a similar homebrew). <sal1> Caramel continues </sal1> to the <sal1> flavor </sal1> ... Some people seem to think this is not much different than ABA, <sal0> but </sal0> I <sal0> disagree </sal0> . I got this at a different <sal0> liquor store </sal0> , so it could be <sal1> fresher </sal1> , or more <sal1> aged </sal1> , didnt check the date on my prior rate for",0.1287909746170044,"It doesnt seem as <sal1> hoppy </sal1> to me as ABA (non -oaked), smells like a <sal0> candy </sal0> shop. I think this would <sal0> probably </sal0> cellar very well (Based on my results with a similar homebrew). <sal1> Caramel continues </sal1> to the <sal1> flavor </sal1> ... Some people seem to think this is not much different than ABA, <sal0> but </sal0> I <sal0> disagree </sal0> . I got this at a different <sal0> liquor store </sal0> , so it could be fresher , or more aged , didnt check the date on my prior rate for",0.12772351503372192,tensor(1),tensor(1)
